Day,Date,Title,Resources,Checklist,VelogTitle,VelogBody,NotionLink,VelogURL
Day 60,2025.12.14,React + TypeScript 학습 루틴 — Day 60,"- 루틴 소개 – https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 60 — React & TypeScript 실전 루틴,"# 🧠 Day 60 — 학습 주제
> **학습 기간:** 2025.12.14  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 60/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 61 예고
",https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9,
Day 61,2025.12.15,React + TypeScript 학습 루틴 — Day 61,"- 루틴 소개 – https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 61 — React & TypeScript 실전 루틴,"# 🧠 Day 61 — 학습 주제
> **학습 기간:** 2025.12.15  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 61/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 62 예고
",https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9,
Day 62,2025.12.16,React + TypeScript 학습 루틴 — Day 62,"- 루틴 소개 – https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 62 — React & TypeScript 실전 루틴,"# 🧠 Day 62 — 학습 주제
> **학습 기간:** 2025.12.16  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 62/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 63 예고
",https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9,
Day 63,2025.12.17,React + TypeScript 학습 루틴 — Day 63,"- 루틴 소개 – https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 63 — React & TypeScript 실전 루틴,"# 🧠 Day 63 — 학습 주제
> **학습 기간:** 2025.12.17  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 63/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 64 예고
",https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9,
Day 64,2025.12.18,React + TypeScript 학습 루틴 — Day 64,"- 루틴 소개 – https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 64 — React & TypeScript 실전 루틴,"# 🧠 Day 64 — 학습 주제
> **학습 기간:** 2025.12.18  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 64/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 65 예고
",https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9,
Day 65,2025.12.19,React + TypeScript 학습 루틴 — Day 65,"- 루틴 소개 – https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 65 — React & TypeScript 실전 루틴,"# 🧠 Day 65 — 학습 주제
> **학습 기간:** 2025.12.19  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 65/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 66 예고
",https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9,
Day 66,2025.12.20,React + TypeScript 학습 루틴 — Day 66,"- 루틴 소개 – https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 66 — React & TypeScript 실전 루틴,"# 🧠 Day 66 — 학습 주제
> **학습 기간:** 2025.12.20  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 66/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 67 예고
",https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9,
Day 67,2025.12.21,React + TypeScript 학습 루틴 — Day 67,"- 루틴 소개 – https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 67 — React & TypeScript 실전 루틴,"# 🧠 Day 67 — 학습 주제
> **학습 기간:** 2025.12.21  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 67/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 68 예고
",https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9,
Day 68,2025.12.22,React + TypeScript 학습 루틴 — Day 68,"- 루틴 소개 – https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 68 — React & TypeScript 실전 루틴,"# 🧠 Day 68 — 학습 주제
> **학습 기간:** 2025.12.22  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 68/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 69 예고
",https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9,
Day 69,2025.12.23,React + TypeScript 학습 루틴 — Day 69,"- 루틴 소개 – https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 69 — React & TypeScript 실전 루틴,"# 🧠 Day 69 — 학습 주제
> **학습 기간:** 2025.12.23  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 69/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 70 예고
",https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9,
Day 70,2025.12.24,React + TypeScript 학습 루틴 — Day 70,"- 루틴 소개 – https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 70 — React & TypeScript 실전 루틴,"# 🧠 Day 70 — 학습 주제
> **학습 기간:** 2025.12.24  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 70/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 71 예고
",https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9,
Day 71,2025.12.25,React + TypeScript 학습 루틴 — Day 71,"- 루틴 소개 – https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 71 — React & TypeScript 실전 루틴,"# 🧠 Day 71 — 학습 주제
> **학습 기간:** 2025.12.25  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 71/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 72 예고
",https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f,
Day 72,2025.12.26,React + TypeScript 학습 루틴 — Day 72,"- 루틴 소개 – https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 72 — React & TypeScript 실전 루틴,"# 🧠 Day 72 — 학습 주제
> **학습 기간:** 2025.12.26  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 72/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 73 예고
",https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f,
Day 73,2025.12.27,React + TypeScript 학습 루틴 — Day 73,"- 루틴 소개 – https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 73 — React & TypeScript 실전 루틴,"# 🧠 Day 73 — 학습 주제
> **학습 기간:** 2025.12.27  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 73/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 74 예고
",https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f,
Day 74,2025.12.28,React + TypeScript 학습 루틴 — Day 74,"- 루틴 소개 – https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 74 — React & TypeScript 실전 루틴,"# 🧠 Day 74 — 학습 주제
> **학습 기간:** 2025.12.28  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 74/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 75 예고
",https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f,
Day 75,2025.12.29,React + TypeScript 학습 루틴 — Day 75,"- 루틴 소개 – https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 75 — React & TypeScript 실전 루틴,"# 🧠 Day 75 — 학습 주제
> **학습 기간:** 2025.12.29  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 75/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 76 예고
",https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f,
Day 76,2025.12.30,React + TypeScript 학습 루틴 — Day 76,"- 루틴 소개 – https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 76 — React & TypeScript 실전 루틴,"# 🧠 Day 76 — 학습 주제
> **학습 기간:** 2025.12.30  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 76/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 77 예고
",https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f,
Day 77,2025.12.31,React + TypeScript 학습 루틴 — Day 77,"- 루틴 소개 – https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 77 — React & TypeScript 실전 루틴,"# 🧠 Day 77 — 학습 주제
> **학습 기간:** 2025.12.31  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 77/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 78 예고
",https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f,
Day 78,2026.01.01,React + TypeScript 학습 루틴 — Day 78,"- 루틴 소개 – https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f
- MDN JavaScript – https://developer.mozilla.org/ko/docs/Web/JavaScript","- [ ] 오늘 목표 달성
- [ ] 실습 코드 기록
- [ ] 회고 작성",🧠 Day 78 — React & TypeScript 실전 루틴,"# 🧠 Day 78 — 학습 주제
> **학습 기간:** 2026.01.01  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 78/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 개념 복습/실습
- 작은 예제 한 개 완성

## 🎥 참고 자료
- 📘 MDN – JavaScript 개요: https://developer.mozilla.org/ko/docs/Web/JavaScript
- 🔗 노션 섹션: https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f

## 💻 실습 코드 (예시)
```ts
function greet(name: string) {
  return `안녕하세요, ${name}!`;
}
console.log(greet(""해림""));
```

## ✅ 체크리스트
- [ ] 개념 설명 가능
- [ ] 예제 코드 작성
- [ ] 회고 작성

## 📝 오늘의 회고
✅ 배운 점: …  
❓ 헷갈린 점: …  
💡 개선 포인트: …  

📌 내일 목표: Day 79 예고
",https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f,
