이름,Checklist,Date,Notes,NotionLink,Resources,Status,Title,VelogBody,VelogTitle,VelogURL
Day 64,"[ ] Key 구조 설계
[ ] invalidate 사용",2025년 12월 17일,,https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9,Query Keys – https://tanstack.com/query/latest/docs/react/guides/query-keys,Not Started,Query Key 관리 및 invalidate,"# 🧠 Day 64 — Query Key 관리 및 invalidate

> **학습 기간:** 2025.12.17  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 64/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- Key 구조 설계
- invalidate 사용

---

## 🎥 참고 자료
- 🔗 [Query Keys](https://tanstack.com/query/latest/docs/react/guides/query-keys)

---

## 💻 실습 코드
```ts
// 여기에 오늘 배운 개념을 적용해 간단한 예제를 작성해보세요.
// 예: 함수, 타입 주석, 상태 업데이트 등
```

🧩 **추가 실습**
- 오늘 목표 중 헷갈린 항목 한 가지를 선택해 추가 예제 작성하기
- 에러가 난다면 원인을 적고 해결 과정을 기록하기

---

## ✅ 체크리스트
- [ ] Key 구조 설계
- [ ] invalidate 사용

---

## 📝 오늘의 회고
✅ **배운 점:**  
❓ **헷갈린 부분:**  
💡 **개선 포인트:**  

---

📌 **내일 목표**  
Custom Hook으로 비즈니스 로직 추상화  

---
🔗 [오늘의 노션 페이지](https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9)
",[Day 64] Query Key 관리 및 invalidate,https://velog.io/@gofla333/day-64-query-key-관리-및-invalidate
Day 65,"[ ] useTodos/useApi 리팩토링
[ ] 반복 로직 제거",2025년 12월 18일,,https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9,Custom Hooks – https://react.dev/learn/reusing-logic-with-custom-hooks,Not Started,Custom Hook으로 비즈니스 로직 추상화,"# 🧠 Day 65 — Custom Hook으로 비즈니스 로직 추상화

> **학습 기간:** 2025.12.18  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 65/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- useTodos/useApi 리팩토링
- 반복 로직 제거

---

## 🎥 참고 자료
- 🔗 [Custom Hooks](https://react.dev/learn/reusing-logic-with-custom-hooks)

---

## 💻 실습 코드
```ts
// 여기에 오늘 배운 개념을 적용해 간단한 예제를 작성해보세요.
// 예: 함수, 타입 주석, 상태 업데이트 등
```

🧩 **추가 실습**
- 오늘 목표 중 헷갈린 항목 한 가지를 선택해 추가 예제 작성하기
- 에러가 난다면 원인을 적고 해결 과정을 기록하기

---

## ✅ 체크리스트
- [ ] useTodos/useApi 리팩토링
- [ ] 반복 로직 제거

---

## 📝 오늘의 회고
✅ **배운 점:**  
❓ **헷갈린 부분:**  
💡 **개선 포인트:**  

---

📌 **내일 목표**  
에러 경계 (ErrorBoundary) 적용  

---
🔗 [오늘의 노션 페이지](https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9)
",[Day 65] Custom Hook으로 비즈니스 로직 추상화,https://velog.io/@gofla333/day-65-custom-hook으로-비즈니스-로직-추상화
Day 66,"[ ] 에러바운더리 작성
[ ] fallback UI 구성",2025년 12월 19일,,https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9,Error Boundaries – https://react.dev/reference/react/Component#catching-rendering-errors-with-an-error-boundary,Not Started,에러 경계 (ErrorBoundary) 적용,"# 🧠 Day 66 — 에러 경계 (ErrorBoundary) 적용

> **학습 기간:** 2025.12.19  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 66/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 에러바운더리 작성
- fallback UI 구성

---

## 🎥 참고 자료
- 🔗 [Error Boundaries](https://react.dev/reference/react/Component#catching-rendering-errors-with-an-error-boundary)

---

## 💻 실습 코드
```ts
// 여기에 오늘 배운 개념을 적용해 간단한 예제를 작성해보세요.
// 예: 함수, 타입 주석, 상태 업데이트 등
```

🧩 **추가 실습**
- 오늘 목표 중 헷갈린 항목 한 가지를 선택해 추가 예제 작성하기
- 에러가 난다면 원인을 적고 해결 과정을 기록하기

---

## ✅ 체크리스트
- [ ] 에러바운더리 작성
- [ ] fallback UI 구성

---

## 📝 오늘의 회고
✅ **배운 점:**  
❓ **헷갈린 부분:**  
💡 **개선 포인트:**  

---

📌 **내일 목표**  
성능 최적화: useMemo / useCallback 복습  

---
🔗 [오늘의 노션 페이지](https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9)
",[Day 66] 에러 경계 (ErrorBoundary) 적용,https://velog.io/@gofla333/day-66-에러-경계-errorboundary-적용
Day 67,"[ ] 렌더링 최소화
[ ] 함수 메모이제이션",2025년 12월 20일,,https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9,성능 최적화 – https://react.dev/learn/optimizing-performance,Not Started,성능 최적화: useMemo / useCallback 복습,"# 🧠 Day 67 — 성능 최적화: useMemo / useCallback 복습

> **학습 기간:** 2025.12.20  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 67/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 렌더링 최소화
- 함수 메모이제이션

---

## 🎥 참고 자료
- 🔗 [성능 최적화](https://react.dev/learn/optimizing-performance)

---

## 💻 실습 코드
```ts
// 여기에 오늘 배운 개념을 적용해 간단한 예제를 작성해보세요.
// 예: 함수, 타입 주석, 상태 업데이트 등
```

🧩 **추가 실습**
- 오늘 목표 중 헷갈린 항목 한 가지를 선택해 추가 예제 작성하기
- 에러가 난다면 원인을 적고 해결 과정을 기록하기

---

## ✅ 체크리스트
- [ ] 렌더링 최소화
- [ ] 함수 메모이제이션

---

## 📝 오늘의 회고
✅ **배운 점:**  
❓ **헷갈린 부분:**  
💡 **개선 포인트:**  

---

📌 **내일 목표**  
Suspense for Data Fetching (React 18)  

---
🔗 [오늘의 노션 페이지](https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9)
",[Day 67] 성능 최적화: useMemo / useCallback 복습,https://velog.io/@gofla333/day-67-성능-최적화:-usememo-usecallback-복습
Day 68,"[ ] fallback UI
[ ] React.lazy 실습",2025년 12월 21일,,https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9,Suspense – https://react.dev/reference/react/Suspense,Not Started,Suspense for Data Fetching (React 18),"# 🧠 Day 68 — Suspense for Data Fetching (React 18)

> **학습 기간:** 2025.12.21  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 68/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- fallback UI
- React.lazy 실습

---

## 🎥 참고 자료
- 🔗 [Suspense](https://react.dev/reference/react/Suspense)

---

## 💻 실습 코드
```ts
// 여기에 오늘 배운 개념을 적용해 간단한 예제를 작성해보세요.
// 예: 함수, 타입 주석, 상태 업데이트 등
```

🧩 **추가 실습**
- 오늘 목표 중 헷갈린 항목 한 가지를 선택해 추가 예제 작성하기
- 에러가 난다면 원인을 적고 해결 과정을 기록하기

---

## ✅ 체크리스트
- [ ] fallback UI
- [ ] React.lazy 실습

---

## 📝 오늘의 회고
✅ **배운 점:**  
❓ **헷갈린 부분:**  
💡 **개선 포인트:**  

---

📌 **내일 목표**  
프로젝트 통합 테스트 (API + Query)  

---
🔗 [오늘의 노션 페이지](https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9)
",[Day 68] Suspense for Data Fetching (React 18),https://velog.io/@gofla333/day-68-suspense-for-data-fetching-react-18
Day 69,"[ ] mock API 설정
[ ] 쿼리 로직 테스트",2025년 12월 22일,,https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9,Jest + RTL – https://testing-library.com/docs/react-testing-library/intro/,Not Started,프로젝트 통합 테스트 (API + Query),"# 🧠 Day 69 — 프로젝트 통합 테스트 (API + Query)

> **학습 기간:** 2025.12.22  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 69/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- mock API 설정
- 쿼리 로직 테스트

---

## 🎥 참고 자료
- 🔗 [Jest + RTL](https://testing-library.com/docs/react-testing-library/intro/)

---

## 💻 실습 코드
```ts
// 여기에 오늘 배운 개념을 적용해 간단한 예제를 작성해보세요.
// 예: 함수, 타입 주석, 상태 업데이트 등
```

🧩 **추가 실습**
- 오늘 목표 중 헷갈린 항목 한 가지를 선택해 추가 예제 작성하기
- 에러가 난다면 원인을 적고 해결 과정을 기록하기

---

## ✅ 체크리스트
- [ ] mock API 설정
- [ ] 쿼리 로직 테스트

---

## 📝 오늘의 회고
✅ **배운 점:**  
❓ **헷갈린 부분:**  
💡 **개선 포인트:**  

---

📌 **내일 목표**  
회고 / React Query 리팩토링 마무리  

---
🔗 [오늘의 노션 페이지](https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9)
",[Day 69] 프로젝트 통합 테스트 (API + Query),https://velog.io/@gofla333/day-69-프로젝트-통합-테스트-api-query
Day 70,"[ ] 핵심 기능 정리
[ ] 회고 포스트 작성",2025년 12월 23일,,https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9,Query Examples – https://tanstack.com/query/latest/docs/react/examples,Not Started,회고 / React Query 리팩토링 마무리,"# 🧠 Day 70 — 회고 / React Query 리팩토링 마무리

> **학습 기간:** 2025.12.23  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 70/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 핵심 기능 정리
- 회고 포스트 작성

---

## 🎥 참고 자료
- 🔗 [Query Examples](https://tanstack.com/query/latest/docs/react/examples)

---

## 💻 실습 코드
```ts
// 여기에 오늘 배운 개념을 적용해 간단한 예제를 작성해보세요.
// 예: 함수, 타입 주석, 상태 업데이트 등
```

🧩 **추가 실습**
- 오늘 목표 중 헷갈린 항목 한 가지를 선택해 추가 예제 작성하기
- 에러가 난다면 원인을 적고 해결 과정을 기록하기

---

## ✅ 체크리스트
- [ ] 핵심 기능 정리
- [ ] 회고 포스트 작성

---

## 📝 오늘의 회고
✅ **배운 점:**  
❓ **헷갈린 부분:**  
💡 **개선 포인트:**  

---

📌 **내일 목표**  
Next.js 소개 및 프로젝트 셋업  

---
🔗 [오늘의 노션 페이지](https://www.notion.so/API-Context-React-Query-Custom-Hooks-Day-57-70-28d811fbadda81dc8af5feadd6383ff9)
",[Day 70] 회고 / React Query 리팩토링 마무리,https://velog.io/@gofla333/day-70-회고-react-query-리팩토링-마무리
Day 71,"[ ] create-next-app
[ ] TypeScript 설정
[ ] 개발 서버 구동",2025년 12월 24일,,https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f,"Next.js 시작하기 – https://nextjs.org/learn/basics/create-nextjs-app
App Router 개요 – https://nextjs.org/docs/app",Not Started,Next.js 소개 및 프로젝트 셋업,"# 🧠 Day 71 — Next.js 소개 및 프로젝트 셋업

> **학습 기간:** 2025.12.24  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 71/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- create-next-app
- TypeScript 설정
- 개발 서버 구동

---

## 🎥 참고 자료
- 🔗 [Next.js 시작하기](https://nextjs.org/learn/basics/create-nextjs-app)
- 🔗 [App Router 개요](https://nextjs.org/docs/app)

---

## 💻 실습 코드
```ts
// 여기에 오늘 배운 개념을 적용해 간단한 예제를 작성해보세요.
// 예: 함수, 타입 주석, 상태 업데이트 등
```

🧩 **추가 실습**
- 오늘 목표 중 헷갈린 항목 한 가지를 선택해 추가 예제 작성하기
- 에러가 난다면 원인을 적고 해결 과정을 기록하기

---

## ✅ 체크리스트
- [ ] create-next-app
- [ ] TypeScript 설정
- [ ] 개발 서버 구동

---

## 📝 오늘의 회고
✅ **배운 점:**  
❓ **헷갈린 부분:**  
💡 **개선 포인트:**  

---

📌 **내일 목표**  
파일 기반 라우팅(App Router)  

---
🔗 [오늘의 노션 페이지](https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f)
",[Day 71] Next.js 소개 및 프로젝트 셋업,https://velog.io/@gofla333/day-71-next-js-소개-및-프로젝트-셋업
Day 72,"[ ] 페이지/레이아웃 생성
[ ] 중첩 라우팅",2025년 12월 25일,,https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f,"Routing 기본 – https://nextjs.org/docs/app/building-your-application/routing
Route Groups – https://nextjs.org/docs/app/building-your-application/routing/route-groups",Not Started,파일 기반 라우팅(App Router),"# 🧠 Day 72 — 파일 기반 라우팅(App Router)

> **학습 기간:** 2025.12.25  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 72/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 페이지/레이아웃 생성
- 중첩 라우팅

---

## 🎥 참고 자료
- 🔗 [Routing 기본](https://nextjs.org/docs/app/building-your-application/routing)
- 🔗 [Route Groups](https://nextjs.org/docs/app/building-your-application/routing/route-groups)

---

## 💻 실습 코드
```ts
// 여기에 오늘 배운 개념을 적용해 간단한 예제를 작성해보세요.
// 예: 함수, 타입 주석, 상태 업데이트 등
```

🧩 **추가 실습**
- 오늘 목표 중 헷갈린 항목 한 가지를 선택해 추가 예제 작성하기
- 에러가 난다면 원인을 적고 해결 과정을 기록하기

---

## ✅ 체크리스트
- [ ] 페이지/레이아웃 생성
- [ ] 중첩 라우팅

---

## 📝 오늘의 회고
✅ **배운 점:**  
❓ **헷갈린 부분:**  
💡 **개선 포인트:**  

---

📌 **내일 목표**  
Server Component vs Client Component  

---
🔗 [오늘의 노션 페이지](https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f)
",[Day 72] 파일 기반 라우팅(App Router),https://velog.io/@gofla333/day-72-파일-기반-라우팅-app-router
Day 73,"[ ] 서버/클라 컴포넌트 구분
[ ] use client 지시어",2025년 12월 26일,,https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f,"Server Components – https://nextjs.org/docs/app/building-your-application/rendering/server-components
Client Components – https://nextjs.org/docs/app/building-your-application/rendering/client-components",Not Started,Server Component vs Client Component,"# 🧠 Day 73 — Server Component vs Client Component

> **학습 기간:** 2025.12.26  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 73/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 서버/클라 컴포넌트 구분
- use client 지시어

---

## 🎥 참고 자료
- 🔗 [Server Components](https://nextjs.org/docs/app/building-your-application/rendering/server-components)
- 🔗 [Client Components](https://nextjs.org/docs/app/building-your-application/rendering/client-components)

---

## 💻 실습 코드
```ts
// 여기에 오늘 배운 개념을 적용해 간단한 예제를 작성해보세요.
// 예: 함수, 타입 주석, 상태 업데이트 등
```

🧩 **추가 실습**
- 오늘 목표 중 헷갈린 항목 한 가지를 선택해 추가 예제 작성하기
- 에러가 난다면 원인을 적고 해결 과정을 기록하기

---

## ✅ 체크리스트
- [ ] 서버/클라 컴포넌트 구분
- [ ] use client 지시어

---

## 📝 오늘의 회고
✅ **배운 점:**  
❓ **헷갈린 부분:**  
💡 **개선 포인트:**  

---

📌 **내일 목표**  
데이터 페칭 (fetch, caching, revalidate)  

---
🔗 [오늘의 노션 페이지](https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f)
",[Day 73] Server Component vs Client Component,https://velog.io/@gofla333/day-73-server-component-vs-client-component
Day 74,"[ ] 캐싱 전략
[ ] revalidate 옵션",2025년 12월 27일,,https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f,"Data Fetching – https://nextjs.org/docs/app/building-your-application/data-fetching/fetching
Caching/Revalidation – https://nextjs.org/docs/app/building-your-application/caching",Not Started,"데이터 페칭 (fetch, caching, revalidate)","# 🧠 Day 74 — 데이터 페칭 (fetch, caching, revalidate)

> **학습 기간:** 2025.12.27  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 74/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 캐싱 전략
- revalidate 옵션

---

## 🎥 참고 자료
- 🔗 [Data Fetching](https://nextjs.org/docs/app/building-your-application/data-fetching/fetching)
- 🔗 [Caching/Revalidation](https://nextjs.org/docs/app/building-your-application/caching)

---

## 💻 실습 코드
```ts
// 여기에 오늘 배운 개념을 적용해 간단한 예제를 작성해보세요.
// 예: 함수, 타입 주석, 상태 업데이트 등
```

🧩 **추가 실습**
- 오늘 목표 중 헷갈린 항목 한 가지를 선택해 추가 예제 작성하기
- 에러가 난다면 원인을 적고 해결 과정을 기록하기

---

## ✅ 체크리스트
- [ ] 캐싱 전략
- [ ] revalidate 옵션

---

## 📝 오늘의 회고
✅ **배운 점:**  
❓ **헷갈린 부분:**  
💡 **개선 포인트:**  

---

📌 **내일 목표**  
동적 라우팅 & generateStaticParams  

---
🔗 [오늘의 노션 페이지](https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f)
","[Day 74] 데이터 페칭 (fetch, caching, revalidate)",https://velog.io/@gofla333/day-74-데이터-페칭-fetch-caching-revalidate
Day 75,"[ ] [id] 라우트
[ ] 정적 파라미터",2025년 12월 28일,,https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f,"Dynamic Routes – https://nextjs.org/docs/app/building-your-application/routing/dynamic-routes
generateStaticParams – https://nextjs.org/docs/app/api-reference/functions/generate-static-params",Not Started,동적 라우팅 & generateStaticParams,"# 🧠 Day 75 — 동적 라우팅 & generateStaticParams

> **학습 기간:** 2025.12.28  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 75/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- [id] 라우트
- 정적 파라미터

---

## 🎥 참고 자료
- 🔗 [Dynamic Routes](https://nextjs.org/docs/app/building-your-application/routing/dynamic-routes)
- 🔗 [generateStaticParams](https://nextjs.org/docs/app/api-reference/functions/generate-static-params)

---

## 💻 실습 코드
```ts
// 여기에 오늘 배운 개념을 적용해 간단한 예제를 작성해보세요.
// 예: 함수, 타입 주석, 상태 업데이트 등
```

🧩 **추가 실습**
- 오늘 목표 중 헷갈린 항목 한 가지를 선택해 추가 예제 작성하기
- 에러가 난다면 원인을 적고 해결 과정을 기록하기

---

## ✅ 체크리스트
- [ ] [id] 라우트
- [ ] 정적 파라미터

---

## 📝 오늘의 회고
✅ **배운 점:**  
❓ **헷갈린 부분:**  
💡 **개선 포인트:**  

---

📌 **내일 목표**  
메타데이터 설정 & SEO 기초  

---
🔗 [오늘의 노션 페이지](https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f)
",[Day 75] 동적 라우팅 & generateStaticParams,https://velog.io/@gofla333/day-75-동적-라우팅-generatestaticparams
Day 76,"[ ] 메타 제목/설명
[ ] OG 태그",2025년 12월 29일,,https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f,"Metadata – https://nextjs.org/docs/app/api-reference/functions/generate-metadata
SEO 가이드 – https://nextjs.org/learn/seo",Not Started,메타데이터 설정 & SEO 기초,"# 🧠 Day 76 — 메타데이터 설정 & SEO 기초

> **학습 기간:** 2025.12.29  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 76/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 메타 제목/설명
- OG 태그

---

## 🎥 참고 자료
- 🔗 [Metadata](https://nextjs.org/docs/app/api-reference/functions/generate-metadata)
- 🔗 [SEO 가이드](https://nextjs.org/learn/seo)

---

## 💻 실습 코드
```ts
// 여기에 오늘 배운 개념을 적용해 간단한 예제를 작성해보세요.
// 예: 함수, 타입 주석, 상태 업데이트 등
```

🧩 **추가 실습**
- 오늘 목표 중 헷갈린 항목 한 가지를 선택해 추가 예제 작성하기
- 에러가 난다면 원인을 적고 해결 과정을 기록하기

---

## ✅ 체크리스트
- [ ] 메타 제목/설명
- [ ] OG 태그

---

## 📝 오늘의 회고
✅ **배운 점:**  
❓ **헷갈린 부분:**  
💡 **개선 포인트:**  

---

📌 **내일 목표**  
이미지/폰트 최적화 (next/image, next/font)  

---
🔗 [오늘의 노션 페이지](https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f)
",[Day 76] 메타데이터 설정 & SEO 기초,https://velog.io/@gofla333/day-76-메타데이터-설정-seo-기초
Day 77,"[ ] Image 교체
[ ] 폰트 로딩 최적화",2025년 12월 30일,,https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f,"next/image – https://nextjs.org/docs/app/building-your-application/optimizing/images
next/font – https://nextjs.org/docs/app/building-your-application/optimizing/fonts",Not Started,"이미지/폰트 최적화 (next/image, next/font)","# 🧠 Day 77 — 이미지/폰트 최적화 (next/image, next/font)

> **학습 기간:** 2025.12.30  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 77/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- Image 교체
- 폰트 로딩 최적화

---

## 🎥 참고 자료
- 🔗 [next/image](https://nextjs.org/docs/app/building-your-application/optimizing/images)
- 🔗 [next/font](https://nextjs.org/docs/app/building-your-application/optimizing/fonts)

---

## 💻 실습 코드
```ts
// 여기에 오늘 배운 개념을 적용해 간단한 예제를 작성해보세요.
// 예: 함수, 타입 주석, 상태 업데이트 등
```

🧩 **추가 실습**
- 오늘 목표 중 헷갈린 항목 한 가지를 선택해 추가 예제 작성하기
- 에러가 난다면 원인을 적고 해결 과정을 기록하기

---

## ✅ 체크리스트
- [ ] Image 교체
- [ ] 폰트 로딩 최적화

---

## 📝 오늘의 회고
✅ **배운 점:**  
❓ **헷갈린 부분:**  
💡 **개선 포인트:**  

---

📌 **내일 목표**  
상태관리 연동 (Context / Zustand 등)  

---
🔗 [오늘의 노션 페이지](https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f)
","[Day 77] 이미지/폰트 최적화 (next/image, next/font)",https://velog.io/@gofla333/day-77-이미지-폰트-최적화-next-image-next-font
Day 78,"[ ] 전역 상태 스토어
[ ] 서버/클라 경계 고려",2025년 12월 31일,,https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f,"Context – https://react.dev/reference/react/useContext
Zustand – https://docs.pmnd.rs/zustand/getting-started/introduction",Not Started,상태관리 연동 (Context / Zustand 등),"# 🧠 Day 78 — 상태관리 연동 (Context / Zustand 등)

> **학습 기간:** 2025.12.31  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 78/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 전역 상태 스토어
- 서버/클라 경계 고려

---

## 🎥 참고 자료
- 🔗 [Context](https://react.dev/reference/react/useContext)
- 🔗 [Zustand](https://docs.pmnd.rs/zustand/getting-started/introduction)

---

## 💻 실습 코드
```ts
// 여기에 오늘 배운 개념을 적용해 간단한 예제를 작성해보세요.
// 예: 함수, 타입 주석, 상태 업데이트 등
```

🧩 **추가 실습**
- 오늘 목표 중 헷갈린 항목 한 가지를 선택해 추가 예제 작성하기
- 에러가 난다면 원인을 적고 해결 과정을 기록하기

---

## ✅ 체크리스트
- [ ] 전역 상태 스토어
- [ ] 서버/클라 경계 고려

---

## 📝 오늘의 회고
✅ **배운 점:**  
❓ **헷갈린 부분:**  
💡 **개선 포인트:**  

---

📌 **내일 목표**  
Form & 액션 (Server Actions 기초)  

---
🔗 [오늘의 노션 페이지](https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f)
",[Day 78] 상태관리 연동 (Context / Zustand 등),https://velog.io/@gofla333/day-78-상태관리-연동-context-zustand-등
Day 79,"[ ] 서버 액션 예제
[ ] 낙관적 UI",2026년 1월 1일,,https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f,"Server Actions – https://nextjs.org/docs/app/building-your-application/data-fetching/server-actions-and-mutations
Form 처리 – https://nextjs.org/docs/app/building-your-application/forms-and-mutations",Not Started,Form & 액션 (Server Actions 기초),"# 🧠 Day 79 — Form & 액션 (Server Actions 기초)

> **학습 기간:** 2026.01.01  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 79/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 서버 액션 예제
- 낙관적 UI

---

## 🎥 참고 자료
- 🔗 [Server Actions](https://nextjs.org/docs/app/building-your-application/data-fetching/server-actions-and-mutations)
- 🔗 [Form 처리](https://nextjs.org/docs/app/building-your-application/forms-and-mutations)

---

## 💻 실습 코드
```ts
// 여기에 오늘 배운 개념을 적용해 간단한 예제를 작성해보세요.
// 예: 함수, 타입 주석, 상태 업데이트 등
```

🧩 **추가 실습**
- 오늘 목표 중 헷갈린 항목 한 가지를 선택해 추가 예제 작성하기
- 에러가 난다면 원인을 적고 해결 과정을 기록하기

---

## ✅ 체크리스트
- [ ] 서버 액션 예제
- [ ] 낙관적 UI

---

## 📝 오늘의 회고
✅ **배운 점:**  
❓ **헷갈린 부분:**  
💡 **개선 포인트:**  

---

📌 **내일 목표**  
Middleware / Edge Runtime  

---
🔗 [오늘의 노션 페이지](https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f)
",[Day 79] Form & 액션 (Server Actions 기초),https://velog.io/@gofla333/day-79-form-액션-server-actions-기초
Day 80,"[ ] 경로 보호
[ ] 요청 전 처리",2026년 1월 2일,,https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f,"Middleware – https://nextjs.org/docs/app/building-your-application/routing/middleware
Edge Runtime – https://nextjs.org/docs/app/building-your-application/runtimes#edge-runtime",Not Started,Middleware / Edge Runtime,"# 🧠 Day 80 — Middleware / Edge Runtime

> **학습 기간:** 2026.01.02  
> **총 루틴:** React + TypeScript 실전 루틴 (Day 80/84)  
> **소요 시간:** ⏰ 30분 ~ 1시간  

---

## 🎯 오늘의 목표
- 경로 보호
- 요청 전 처리

---

## 🎥 참고 자료
- 🔗 [Middleware](https://nextjs.org/docs/app/building-your-application/routing/middleware)
- 🔗 [Edge Runtime](https://nextjs.org/docs/app/building-your-application/runtimes#edge-runtime)

---

## 💻 실습 코드
```ts
// 여기에 오늘 배운 개념을 적용해 간단한 예제를 작성해보세요.
// 예: 함수, 타입 주석, 상태 업데이트 등
```

🧩 **추가 실습**
- 오늘 목표 중 헷갈린 항목 한 가지를 선택해 추가 예제 작성하기
- 에러가 난다면 원인을 적고 해결 과정을 기록하기

---

## ✅ 체크리스트
- [ ] 경로 보호
- [ ] 요청 전 처리

---

## 📝 오늘의 회고
✅ **배운 점:**  
❓ **헷갈린 부분:**  
💡 **개선 포인트:**  

---

📌 **내일 목표**  
Next.js + React Query 통합  

---
🔗 [오늘의 노션 페이지](https://www.notion.so/Next-js-Day-71-84-28d811fbadda81a39ba6f1033757242f)
",[Day 80] Middleware / Edge Runtime,https://velog.io/@gofla333/day-80-middleware-edge-runtime
